neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365,reviews_per_month
Islington,Private room,58.22,13,192,243,0.7
Tower Hamlets,Private room,54.16,15,90,358,1.19
Tower Hamlets,Private room,73.01,21,253,37,0.85
Islington,Entire home/apt,151.59,13,152,266,9.21
Lambeth,Entire home/apt,163.42,24,25,291,0.84
Hammersmith,Private room,122.17,27,119,24,0.0
Islington,Entire home/apt,105.14,7,265,221,0.68
Lambeth,Entire home/apt,145.79,13,141,356,7.3
Islington,Entire home/apt,141.02,3,110,231,0.89
Islington,Entire home/apt,470.38,14,183,184,0.28
Hackney,Entire home/apt,92.47,26,80,155,1.38
Tower Hamlets,Private room,47.34,23,170,68,0.1
Kensington and Chelsea,Entire home/apt,375.14,10,203,41,1.53
Camden,Entire home/apt,210.78,15,255,97,1.78
Kensington and Chelsea,Private room,73.97,17,242,309,2.69
Islington,Entire home/apt,253.54,14,54,207,0.14
Islington,Private room,112.73,17,62,72,3.03
Westminster,Entire home/apt,343.41,28,172,281,5.67
Lambeth,Shared room,68.67,4,202,84,1.06
Camden,Private room,163.36,21,37,340,1.71
Kensington and Chelsea,Shared room,53.07,20,284,111,3.18
Southwark,Entire home/apt,175.12,5,165,139,1.9
Tower Hamlets,Entire home/apt,96.2,9,258,254,6.12
Islington,Entire home/apt,132.81,14,86,218,2.1
Tower Hamlets,Entire home/apt,78.16,27,289,288,0.74
Camden,Entire home/apt,267.54,15,204,277,1.78
Camden,Entire home/apt,227.24,27,293,97,0.87
Southwark,Entire home/apt,450.45,12,47,197,3.47
Westminster,Entire home/apt,164.19,8,51,44,1.3
Westminster,Entire home/apt,283.32,6,67,178,1.8
Hammersmith,Entire home/apt,161.87,6,12,213,1.59
Tower Hamlets,Private room,68.89,10,192,332,0.79
Camden,Entire home/apt,129.91,14,46,269,4.06
Hackney,Entire home/apt,87.02,20,184,215,0.48
Tower Hamlets,Entire home/apt,66.31,25,195,77,0.69
Kensington and Chelsea,Private room,107.58,17,213,63,1.34
Kensington and Chelsea,Private room,97.5,15,100,15,0.92
Tower Hamlets,Shared room,58.37,9,46,42,1.7
Westminster,Entire home/apt,193.16,16,27,341,0.15
Wandsworth,Entire home/apt,179.14,27,166,122,0.77
Wandsworth,Private room,67.02,5,110,179,0.4
Hammersmith,Entire home/apt,275.24,26,9,16,4.27
Camden,Private room,99.98,27,70,175,0.6
Lambeth,Private room,50.22,20,198,42,2.76
Hackney,Private room,54.71,12,295,134,1.82
Wandsworth,Shared room,47.74,17,97,61,0.51
Camden,Entire home/apt,114.71,28,257,193,0.51
Islington,Private room,61.09,4,35,177,0.1
Westminster,Shared room,63.74,16,61,68,3.58
Camden,Private room,90.31,7,229,177,4.56
Kensington and Chelsea,Entire home/apt,174.45,14,280,227,1.73
Camden,Private room,82.8,10,9,122,3.81
Kensington and Chelsea,Entire home/apt,112.02,1,70,136,0.05
Camden,Private room,42.94,19,268,138,0.31
Westminster,Entire home/apt,438.37,27,263,311,1.2
Hackney,Entire home/apt,128.94,21,248,255,1.11
Hammersmith,Private room,98.92,29,285,281,0.4
Hackney,Entire home/apt,148.21,21,103,191,0.51
Hackney,Entire home/apt,159.48,17,192,36,0.87
Hammersmith,Entire home/apt,188.58,5,292,286,0.45
Lambeth,Private room,66.24,29,271,19,3.16
Hammersmith,Entire home/apt,171.46,9,202,297,2.0
Wandsworth,Entire home/apt,56.5,21,156,318,1.14
Southwark,Private room,48.54,26,181,102,0.04
Southwark,Entire home/apt,220.3,26,69,159,0.14
Hammersmith,Private room,68.96,19,107,335,3.0
Camden,Private room,87.36,11,280,290,0.59
Southwark,Private room,107.36,13,116,191,1.12
Camden,Entire home/apt,198.07,19,19,121,3.39
Hammersmith,Entire home/apt,196.45,14,126,2,6.52
Camden,Entire home/apt,325.29,14,264,238,1.67
Lambeth,Private room,103.37,1,121,240,0.69
Lambeth,Private room,62.78,7,134,305,2.25
Camden,Entire home/apt,74.52,5,112,351,1.43
Hackney,Private room,59.16,2,16,203,0.23
Westminster,Entire home/apt,178.84,18,77,55,0.92
Hammersmith,Private room,104.41,17,134,331,2.73
Southwark,Entire home/apt,416.56,6,131,17,0.17
Tower Hamlets,Entire home/apt,50.6,20,171,50,0.11
Tower Hamlets,Entire home/apt,93.48,13,157,97,3.6
Lambeth,Entire home/apt,223.06,12,32,360,0.14
Camden,Entire home/apt,194.59,9,297,179,2.14
Lambeth,Entire home/apt,53.86,9,107,342,1.07
Southwark,Entire home/apt,143.67,28,280,114,0.16
Camden,Entire home/apt,95.28,28,49,141,1.25
Camden,Private room,59.1,3,22,105,3.27
Hackney,Private room,92.37,29,54,194,0.47
Islington,Entire home/apt,293.24,4,44,297,0.56
Wandsworth,Entire home/apt,172.85,18,176,129,2.28
Camden,Entire home/apt,95.1,25,211,91,0.07
Hackney,Private room,50.8,27,196,41,1.63
Tower Hamlets,Private room,118.93,2,126,74,4.44
Hammersmith,Private room,65.9,6,182,27,0.43
Islington,Entire home/apt,97.17,4,95,121,1.19
Tower Hamlets,Entire home/apt,127.27,14,136,276,4.22
Hammersmith,Entire home/apt,334.57,27,7,264,0.38
Wandsworth,Private room,112.85,8,270,164,0.59
Lambeth,Private room,67.3,19,126,190,0.11
Hammersmith,Private room,118.1,3,61,145,0.88
Tower Hamlets,Entire home/apt,129.31,7,265,148,5.16
Tower Hamlets,Entire home/apt,237.78,10,12,46,4.52
Islington,Entire home/apt,169.27,21,52,129,3.7
Wandsworth,Entire home/apt,237.34,7,146,171,0.64
Islington,Entire home/apt,115.12,13,219,341,1.99
Tower Hamlets,Entire home/apt,136.31,6,186,169,2.38
Kensington and Chelsea,Shared room,34.18,5,159,263,2.92
Westminster,Private room,88.15,16,163,4,0.93
Westminster,Private room,108.17,27,112,287,0.88
Hackney,Shared room,20.47,2,269,14,1.51
Tower Hamlets,Entire home/apt,97.96,12,206,173,1.41
Islington,Entire home/apt,245.0,21,258,18,1.2
Kensington and Chelsea,Private room,156.92,14,142,270,0.76
Tower Hamlets,Private room,95.17,5,189,178,9.08
Tower Hamlets,Entire home/apt,166.9,3,206,156,3.11
Hackney,Entire home/apt,149.94,18,288,139,1.69
Kensington and Chelsea,Private room,212.07,5,148,203,0.93
Hackney,Entire home/apt,170.91,21,72,75,1.19
Lambeth,Entire home/apt,176.11,10,189,5,1.66
Tower Hamlets,Entire home/apt,199.36,26,89,311,0.91
Islington,Private room,66.89,12,21,286,3.85
Southwark,Entire home/apt,451.49,11,171,46,1.07
Southwark,Shared room,47.28,17,163,175,1.73
Hackney,Private room,46.47,8,101,85,1.74
Westminster,Entire home/apt,148.86,15,64,343,0.47
Hammersmith,Private room,83.75,10,243,350,0.66
Wandsworth,Entire home/apt,192.27,21,245,345,2.23
Kensington and Chelsea,Entire home/apt,281.24,16,157,57,0.67
Wandsworth,Private room,56.56,4,197,46,3.61
Southwark,Entire home/apt,273.41,15,273,339,1.94
Southwark,Private room,85.62,6,90,348,0.05
Lambeth,Entire home/apt,162.6,20,161,191,3.62
Westminster,Entire home/apt,155.58,3,272,188,1.03
Hammersmith,Entire home/apt,476.33,28,199,54,1.1
Kensington and Chelsea,Shared room,53.4,10,90,176,2.14
Hackney,Entire home/apt,68.04,5,266,213,1.24
Hackney,Entire home/apt,581.14,19,204,252,0.76
Southwark,Entire home/apt,169.02,14,165,304,7.08
Wandsworth,Private room,60.41,21,0,216,0.95
Wandsworth,Entire home/apt,211.59,19,7,274,1.9
Islington,Entire home/apt,88.51,13,77,100,5.4
Islington,Entire home/apt,213.29,26,143,171,2.18
Islington,Entire home/apt,100.98,15,6,241,0.61
Hackney,Private room,47.35,6,188,359,0.5
Hammersmith,Shared room,37.28,22,149,52,0.77
Kensington and Chelsea,Entire home/apt,92.78,18,150,204,0.02
Wandsworth,Private room,49.44,2,131,333,0.44
Camden,Private room,41.4,19,191,141,0.1
Hammersmith,Shared room,46.28,23,7,222,0.71
Kensington and Chelsea,Shared room,66.51,8,145,34,1.84
Southwark,Private room,90.32,29,191,356,0.04
Camden,Entire home/apt,218.58,23,58,258,2.91
Lambeth,Private room,48.03,18,135,314,1.78
Hammersmith,Private room,104.12,12,15,11,3.23
Hackney,Shared room,41.5,1,259,191,1.04
Kensington and Chelsea,Entire home/apt,219.47,23,78,102,2.78
Hammersmith,Private room,155.83,22,98,37,1.09
Westminster,Entire home/apt,186.22,26,135,49,1.72
Hammersmith,Private room,117.11,17,141,45,4.29
Tower Hamlets,Private room,62.98,2,257,272,0.96
Lambeth,Private room,60.97,4,253,158,7.91
Camden,Entire home/apt,72.87,12,94,252,1.18
Islington,Entire home/apt,252.52,20,108,39,0.32
Kensington and Chelsea,Entire home/apt,420.81,9,197,142,1.78
Southwark,Entire home/apt,265.0,6,23,77,0.21
Westminster,Entire home/apt,164.4,27,262,328,0.94
Hammersmith,Entire home/apt,294.0,1,58,307,2.37
Islington,Private room,56.43,29,250,323,0.92
Tower Hamlets,Private room,92.92,2,36,63,0.7
Hackney,Entire home/apt,180.47,7,66,208,1.32
Kensington and Chelsea,Private room,200.72,15,284,329,1.95
Islington,Entire home/apt,135.69,20,231,67,0.91
Camden,Private room,87.06,25,31,136,0.66
Westminster,Private room,65.84,13,9,79,3.78
Hammersmith,Private room,96.42,28,204,297,0.4
Westminster,Private room,89.87,6,12,270,1.08
Southwark,Private room,64.44,20,221,172,5.74
Hammersmith,Shared room,32.9,23,184,177,3.21
Hammersmith,Entire home/apt,187.51,18,77,277,14.63
Westminster,Shared room,66.52,20,142,35,4.24
Lambeth,Private room,39.14,11,182,1,5.35
Islington,Entire home/apt,93.13,20,109,322,0.94
Tower Hamlets,Private room,62.57,23,15,30,0.14
Westminster,Entire home/apt,318.99,8,183,14,6.64
Westminster,Shared room,52.13,22,259,107,1.41
Tower Hamlets,Private room,45.11,23,25,280,0.26
Hammersmith,Entire home/apt,74.03,25,207,132,5.8
Lambeth,Private room,56.25,7,119,182,2.58
Tower Hamlets,Private room,108.08,18,126,116,1.35
Southwark,Entire home/apt,448.89,19,220,313,0.18
Lambeth,Private room,44.43,21,173,57,1.47
Westminster,Entire home/apt,228.4,7,251,130,4.69
Hammersmith,Private room,93.46,14,155,29,0.05
Islington,Private room,97.09,3,241,51,0.82
Tower Hamlets,Entire home/apt,195.19,22,270,68,4.12
Tower Hamlets,Entire home/apt,150.17,10,240,29,0.48
Islington,Private room,66.34,27,161,282,0.95
Wandsworth,Entire home/apt,101.87,22,286,258,0.18
Hackney,Private room,52.2,25,85,215,5.28
Lambeth,Entire home/apt,104.13,18,86,39,3.42
Wandsworth,Entire home/apt,51.79,16,15,17,0.66
Islington,Entire home/apt,156.11,6,0,189,0.96
Wandsworth,Private room,25.07,8,117,295,1.14
Kensington and Chelsea,Entire home/apt,195.66,7,73,251,0.67
Wandsworth,Entire home/apt,104.12,2,92,49,0.11
Westminster,Shared room,59.06,21,232,315,3.91
Southwark,Private room,71.7,4,51,208,2.33
Westminster,Private room,96.72,27,256,184,4.72
Camden,Entire home/apt,71.1,29,8,349,0.63
Wandsworth,Entire home/apt,258.99,12,24,102,1.18
Hammersmith,Entire home/apt,393.08,26,19,136,0.09
Hackney,Private room,81.56,11,282,349,1.6
Hackney,Entire home/apt,134.14,15,97,131,11.45
Islington,Entire home/apt,117.57,2,226,144,1.54
Camden,Entire home/apt,145.15,23,116,92,2.92
Hammersmith,Private room,50.09,28,83,179,1.69
Southwark,Entire home/apt,123.76,6,10,161,1.37
Southwark,Private room,85.47,18,20,274,2.47
Camden,Private room,150.32,17,256,167,0.36
Lambeth,Private room,58.98,7,195,363,3.9
Tower Hamlets,Private room,87.02,16,145,309,3.65
Lambeth,Shared room,37.0,4,278,245,3.39
Hackney,Private room,154.2,18,154,336,1.44
Hammersmith,Entire home/apt,137.05,16,238,137,0.43
Tower Hamlets,Entire home/apt,182.23,13,240,275,2.44
Wandsworth,Entire home/apt,230.45,12,288,175,1.12
Wandsworth,Private room,64.49,12,10,105,2.24
Tower Hamlets,Private room,38.85,28,173,215,4.52
Lambeth,Entire home/apt,115.32,8,182,321,0.5
Wandsworth,Entire home/apt,123.17,20,99,316,5.11
Lambeth,Private room,57.2,8,237,21,0.09
Hammersmith,Private room,94.05,10,166,349,0.21
Islington,Private room,63.83,8,263,73,1.8
Lambeth,Entire home/apt,204.08,25,175,62,0.13
Tower Hamlets,Entire home/apt,134.89,15,287,300,2.83
Camden,Entire home/apt,241.33,8,269,69,0.64
Wandsworth,Private room,69.05,26,147,143,1.02
Southwark,Entire home/apt,150.67,12,280,278,5.52
Westminster,Private room,78.6,20,185,168,0.49
Tower Hamlets,Entire home/apt,119.46,27,8,160,0.56
Tower Hamlets,Entire home/apt,263.91,24,191,152,1.38
Westminster,Entire home/apt,533.0,13,130,3,1.65
Islington,Entire home/apt,115.69,7,274,75,2.62
Southwark,Entire home/apt,392.78,14,203,148,2.56
Southwark,Private room,95.08,29,86,180,0.21
Tower Hamlets,Entire home/apt,116.41,13,48,333,0.04
Kensington and Chelsea,Private room,217.27,24,6,268,0.98
Southwark,Private room,77.48,10,158,201,1.32
Lambeth,Entire home/apt,107.12,20,102,360,0.81
Kensington and Chelsea,Private room,80.93,18,92,143,0.25
Southwark,Private room,88.5,20,286,65,0.09
Southwark,Private room,105.13,23,32,67,4.57
Southwark,Entire home/apt,252.49,17,113,94,0.98
Tower Hamlets,Private room,47.59,17,197,324,2.38
Southwark,Entire home/apt,100.88,21,60,258,0.39
Islington,Entire home/apt,179.21,7,132,124,3.64
Camden,Entire home/apt,149.08,22,155,117,4.46
Hackney,Entire home/apt,225.6,15,194,167,5.26
Hammersmith,Private room,98.72,11,0,61,4.34
Camden,Private room,79.76,1,234,255,0.61
Hammersmith,Private room,137.87,16,126,348,0.7
Lambeth,Entire home/apt,87.0,28,65,350,1.19
Hackney,Entire home/apt,150.55,12,66,29,1.63
Camden,Entire home/apt,167.41,21,38,351,3.14
Hackney,Private room,45.04,15,295,273,1.48
Hammersmith,Private room,113.73,14,281,165,1.71
Lambeth,Private room,135.83,19,170,267,1.03
Kensington and Chelsea,Private room,164.31,1,114,166,6.33
Hackney,Private room,100.44,8,39,181,1.74
Islington,Private room,127.47,18,23,257,3.3
Hackney,Entire home/apt,70.08,13,264,261,2.96
Hammersmith,Private room,72.68,18,196,24,0.83
Westminster,Private room,68.97,28,256,141,3.19
Hackney,Private room,139.52,2,291,61,0.71
Southwark,Shared room,42.65,22,120,177,0.16
Kensington and Chelsea,Private room,128.16,10,122,243,0.86
Lambeth,Private room,54.27,18,98,317,1.73
Hackney,Private room,48.28,24,189,21,0.64
Hammersmith,Entire home/apt,237.92,9,132,361,6.48
Camden,Private room,132.29,21,130,68,0.34
Westminster,Private room,146.98,8,20,134,0.3
Islington,Private room,120.2,8,283,206,1.47
Camden,Private room,40.0,7,130,269,0.53
Tower Hamlets,Private room,122.09,16,245,132,1.18
Lambeth,Entire home/apt,223.74,24,47,104,2.18
Hackney,Entire home/apt,133.33,23,54,128,0.22
Tower Hamlets,Private room,177.15,5,48,66,2.5
Islington,Private room,92.23,20,150,132,1.8
Hammersmith,Entire home/apt,182.05,13,217,234,0.76
Westminster,Entire home/apt,419.0,5,155,244,0.14
Islington,Private room,103.8,7,2,306,8.17
Wandsworth,Entire home/apt,240.16,14,49,121,2.29
Westminster,Entire home/apt,141.38,6,189,183,3.07
Kensington and Chelsea,Entire home/apt,192.06,8,208,344,0.63
Wandsworth,Entire home/apt,118.69,11,293,16,2.87
Tower Hamlets,Entire home/apt,133.77,4,15,13,2.24
Wandsworth,Entire home/apt,139.18,8,194,64,0.48
Southwark,Entire home/apt,146.93,1,277,181,1.65
Islington,Entire home/apt,142.51,20,92,64,0.08
Camden,Private room,43.69,17,277,85,0.37
Wandsworth,Shared room,27.55,24,13,160,3.38
Wandsworth,Private room,110.43,23,50,142,2.61
Tower Hamlets,Entire home/apt,241.89,10,261,184,0.83
Hackney,Private room,51.34,10,121,116,4.4
Hammersmith,Entire home/apt,186.51,18,146,331,0.97
Kensington and Chelsea,Entire home/apt,403.58,15,83,191,6.37
Tower Hamlets,Private room,50.65,5,66,22,0.42
Southwark,Private room,30.36,18,24,263,6.97
Camden,Entire home/apt,134.46,19,127,342,4.86
Southwark,Entire home/apt,180.61,1,51,174,4.28
Westminster,Entire home/apt,476.75,13,120,23,0.78
Hackney,Shared room,38.45,27,113,159,0.26
Southwark,Entire home/apt,216.71,1,146,181,1.58
Camden,Entire home/apt,104.54,20,1,287,3.12
Kensington and Chelsea,Private room,58.95,20,126,264,1.88
Camden,Private room,68.18,9,232,318,3.68
Southwark,Private room,76.39,16,189,197,1.5
Islington,Private room,98.23,25,261,215,1.2
Westminster,Private room,119.21,1,217,50,5.65
Wandsworth,Private room,91.59,9,198,191,0.89
Kensington and Chelsea,Entire home/apt,113.49,29,208,34,2.03
Camden,Entire home/apt,199.79,15,251,242,1.72
Hackney,Shared room,35.45,12,81,306,0.0
Camden,Private room,93.5,17,145,124,1.58
Southwark,Entire home/apt,440.08,1,9,164,1.63
Islington,Entire home/apt,142.76,11,279,87,0.42
Southwark,Private room,39.03,16,231,231,0.4
Lambeth,Entire home/apt,176.22,12,278,268,0.53
Wandsworth,Entire home/apt,159.78,23,177,19,4.19
Lambeth,Entire home/apt,144.47,29,177,95,1.64
Tower Hamlets,Entire home/apt,42.6,3,92,90,2.87
Kensington and Chelsea,Private room,72.94,3,117,197,1.81
Westminster,Entire home/apt,678.06,25,186,60,0.69
Camden,Private room,123.61,22,131,296,1.13
Lambeth,Entire home/apt,118.17,4,275,322,0.48
Islington,Entire home/apt,221.6,26,252,196,0.78
Kensington and Chelsea,Entire home/apt,160.23,23,275,305,0.71
Wandsworth,Entire home/apt,124.49,28,110,203,0.41
Camden,Entire home/apt,147.46,5,248,180,0.89
Islington,Entire home/apt,259.77,18,84,182,2.01
Westminster,Entire home/apt,284.76,5,99,171,0.03
Southwark,Private room,109.68,23,195,40,0.81
Tower Hamlets,Private room,109.44,15,211,83,4.4
Southwark,Private room,106.31,28,287,261,0.59
Southwark,Private room,65.46,20,246,327,1.08
Southwark,Entire home/apt,63.02,29,25,53,2.02
Southwark,Private room,80.43,2,37,86,2.27
Hackney,Private room,103.12,14,285,185,0.67
Westminster,Private room,100.78,19,287,94,0.35
Kensington and Chelsea,Entire home/apt,251.89,21,178,239,4.93
Tower Hamlets,Private room,71.77,14,119,268,2.52
Kensington and Chelsea,Entire home/apt,179.79,29,153,81,0.06
Lambeth,Entire home/apt,396.73,24,114,2,1.27
Tower Hamlets,Entire home/apt,368.79,9,144,96,5.49
Lambeth,Private room,45.43,10,245,20,0.34
Wandsworth,Private room,46.17,22,264,147,2.57
Tower Hamlets,Entire home/apt,104.4,1,68,292,2.68
Kensington and Chelsea,Entire home/apt,130.14,13,83,227,0.2
Southwark,Entire home/apt,250.29,7,168,328,1.04
Camden,Entire home/apt,244.01,29,13,112,0.55
Southwark,Entire home/apt,226.35,8,159,312,0.1
Southwark,Entire home/apt,100.2,18,162,178,5.16
Hammersmith,Entire home/apt,411.85,7,124,223,1.53
Lambeth,Entire home/apt,101.51,29,42,28,0.78
Westminster,Entire home/apt,415.69,25,253,129,2.8
Lambeth,Entire home/apt,409.62,8,244,249,0.5
Hackney,Private room,41.36,15,67,277,2.04
Lambeth,Private room,53.83,15,299,114,0.52
Hammersmith,Entire home/apt,253.56,9,211,71,5.49
Hackney,Private room,97.83,16,74,105,2.81
Hammersmith,Entire home/apt,263.79,3,231,218,1.22
Lambeth,Entire home/apt,216.05,7,201,206,1.6
Hammersmith,Private room,60.36,12,24,40,0.38
Wandsworth,Private room,69.2,3,116,194,0.26
Westminster,Private room,68.77,3,104,274,5.34
Hackney,Entire home/apt,109.97,24,84,196,2.76
Kensington and Chelsea,Entire home/apt,527.3,17,144,41,1.45
Kensington and Chelsea,Private room,128.05,6,94,216,0.29
Tower Hamlets,Private room,93.76,21,141,121,2.2
Camden,Entire home/apt,252.1,29,164,220,1.57
Tower Hamlets,Entire home/apt,199.18,17,126,225,3.46
Westminster,Private room,110.69,29,21,165,0.84
Camden,Entire home/apt,257.86,23,212,217,0.26
Southwark,Entire home/apt,339.65,4,20,256,3.21
Hackney,Private room,142.76,2,261,364,0.38
Southwark,Private room,56.79,7,128,170,0.96
Tower Hamlets,Entire home/apt,105.53,13,100,185,3.4
Islington,Private room,80.2,29,101,122,1.31
Lambeth,Private room,46.47,4,188,292,10.97
Islington,Private room,84.93,15,51,48,0.45
Hammersmith,Entire home/apt,106.7,20,299,40,13.83
Hammersmith,Entire home/apt,204.71,20,69,195,0.23
Islington,Shared room,45.14,12,66,155,5.02
Camden,Shared room,36.23,29,59,73,0.55
Hackney,Entire home/apt,143.34,17,244,308,1.3
Westminster,Private room,64.78,7,91,112,1.5
Lambeth,Entire home/apt,185.57,27,145,60,6.43
Southwark,Private room,119.68,27,39,343,3.02
Southwark,Private room,123.12,27,26,72,1.63
Westminster,Entire home/apt,244.08,12,298,286,1.61
Tower Hamlets,Private room,37.6,4,97,216,3.17
Wandsworth,Entire home/apt,168.78,26,126,201,0.17
Camden,Shared room,53.96,10,229,111,0.94
Camden,Entire home/apt,319.19,1,2,206,0.81
Southwark,Private room,131.88,25,89,319,2.21
Tower Hamlets,Private room,140.74,12,136,137,1.03
Wandsworth,Private room,25.52,19,106,37,5.69
Lambeth,Private room,64.76,21,61,22,1.9
Hackney,Entire home/apt,129.58,17,88,173,3.4
Camden,Entire home/apt,121.58,28,55,58,1.94
Hammersmith,Entire home/apt,218.35,12,101,43,0.62
Wandsworth,Private room,85.23,2,123,76,0.42
Tower Hamlets,Entire home/apt,123.51,17,250,134,2.45
Kensington and Chelsea,Private room,82.79,23,101,360,1.2
Southwark,Entire home/apt,129.12,14,1,118,1.78
Hackney,Shared room,44.85,7,110,176,1.4
Lambeth,Private room,73.99,6,64,276,0.07
Hackney,Entire home/apt,98.42,2,210,19,0.13
Kensington and Chelsea,Private room,101.42,2,78,179,0.05
Hammersmith,Entire home/apt,137.54,22,13,98,5.07
Westminster,Shared room,71.21,13,136,358,1.91
Hackney,Shared room,43.33,10,249,277,7.88
Wandsworth,Entire home/apt,172.19,21,66,3,1.07
Southwark,Entire home/apt,86.32,14,274,230,1.55
Tower Hamlets,Shared room,49.76,11,109,275,1.59
Lambeth,Entire home/apt,162.2,18,63,342,0.59
Hammersmith,Entire home/apt,73.32,9,111,307,2.59
Westminster,Entire home/apt,204.68,11,264,319,0.91
Kensington and Chelsea,Entire home/apt,143.87,18,169,127,1.46
Hammersmith,Private room,102.73,8,66,25,0.93
Islington,Entire home/apt,70.87,26,190,291,2.46
Wandsworth,Entire home/apt,348.3,18,270,334,0.18
Kensington and Chelsea,Private room,167.38,24,227,286,7.74
Camden,Private room,72.61,8,134,203,0.42
Hammersmith,Entire home/apt,114.36,27,130,49,6.94
Lambeth,Private room,87.22,23,219,333,0.88
Hackney,Private room,65.8,3,67,193,3.48
Southwark,Private room,62.65,29,169,128,0.98
Hackney,Private room,66.47,14,279,64,1.74
Tower Hamlets,Entire home/apt,122.1,4,137,167,2.31
Islington,Private room,53.03,7,145,206,1.66
Islington,Private room,81.32,21,253,63,0.4
Camden,Entire home/apt,122.51,15,249,86,2.23
Kensington and Chelsea,Entire home/apt,220.0,4,171,356,1.14
Lambeth,Entire home/apt,153.15,24,6,50,0.21
Southwark,Private room,46.86,15,185,286,0.12
Hammersmith,Private room,31.29,19,151,56,0.5
Kensington and Chelsea,Entire home/apt,452.07,3,274,182,0.71
Lambeth,Entire home/apt,244.23,13,4,220,0.14
Westminster,Shared room,60.27,6,141,234,0.73
Lambeth,Entire home/apt,337.18,25,271,243,6.78
Westminster,Entire home/apt,621.1,5,208,112,0.21
Westminster,Entire home/apt,259.03,22,157,362,0.32
Tower Hamlets,Private room,35.77,25,40,303,5.22
Lambeth,Entire home/apt,106.45,6,270,271,1.11
Kensington and Chelsea,Entire home/apt,183.42,18,200,155,0.98
Westminster,Entire home/apt,171.01,23,83,133,1.85
Hammersmith,Private room,96.57,9,169,289,5.39
Westminster,Entire home/apt,472.73,17,188,301,0.32
Westminster,Entire home/apt,160.63,5,122,230,0.82
Westminster,Entire home/apt,84.7,23,234,81,0.48
Islington,Entire home/apt,179.5,24,264,263,1.07
Hackney,Private room,89.55,3,98,338,0.41
Hammersmith,Shared room,76.15,28,215,31,0.38
Kensington and Chelsea,Entire home/apt,145.36,29,120,345,1.19
Tower Hamlets,Private room,74.75,14,135,303,0.04
Hackney,Private room,90.99,3,217,205,0.78
Kensington and Chelsea,Shared room,59.2,23,119,79,0.75
Hammersmith,Entire home/apt,207.1,29,111,174,0.61
Tower Hamlets,Entire home/apt,70.8,2,220,170,0.04
Southwark,Entire home/apt,83.78,4,64,317,0.21
Hackney,Entire home/apt,142.89,23,44,145,1.67
Wandsworth,Entire home/apt,196.04,26,227,297,0.1
Hackney,Entire home/apt,173.3,3,78,300,0.75
Kensington and Chelsea,Entire home/apt,219.36,2,229,167,0.74
Kensington and Chelsea,Shared room,70.46,8,194,268,1.55
Westminster,Entire home/apt,367.12,13,58,308,2.07
Wandsworth,Private room,67.91,5,134,273,4.12
Camden,Entire home/apt,83.83,2,211,67,4.52
Kensington and Chelsea,Entire home/apt,130.8,6,175,220,1.54
Camden,Entire home/apt,122.11,15,278,193,3.35
Southwark,Entire home/apt,495.57,2,17,63,2.64
Lambeth,Entire home/apt,225.94,28,244,289,0.91
Islington,Entire home/apt,145.63,1,139,75,0.39
Hammersmith,Private room,148.01,12,14,27,0.91
Islington,Entire home/apt,116.56,12,97,302,2.92
Lambeth,Entire home/apt,96.43,27,168,174,0.67
Southwark,Private room,71.45,4,58,218,0.97
Hammersmith,Entire home/apt,130.23,25,137,231,5.47
Kensington and Chelsea,Entire home/apt,377.44,22,109,352,0.98
Kensington and Chelsea,Private room,101.91,3,209,297,0.46
Wandsworth,Private room,106.22,8,247,358,0.98
Hammersmith,Private room,83.35,13,206,17,3.58
Islington,Entire home/apt,74.28,8,147,352,0.66
Hackney,Entire home/apt,164.03,21,110,16,0.47
Tower Hamlets,Entire home/apt,134.16,28,173,330,1.81
Wandsworth,Entire home/apt,119.87,25,155,163,1.7
Camden,Private room,80.17,8,94,303,8.1
Lambeth,Entire home/apt,385.27,22,191,328,3.88
Southwark,Private room,84.27,9,244,6,2.49
Wandsworth,Entire home/apt,203.7,15,127,194,0.51
Islington,Entire home/apt,225.91,27,159,193,1.62
Camden,Private room,63.52,12,209,35,5.83
Tower Hamlets,Private room,102.18,25,222,97,5.57
Wandsworth,Entire home/apt,111.55,19,101,175,3.9
Wandsworth,Private room,36.2,19,227,63,1.59
Wandsworth,Entire home/apt,68.58,7,80,106,3.22
Lambeth,Entire home/apt,94.36,26,120,133,4.14
Camden,Private room,110.54,20,47,86,5.65
Hackney,Entire home/apt,183.25,5,144,91,3.34
Lambeth,Private room,39.48,13,155,155,1.45
Tower Hamlets,Private room,56.51,14,116,153,1.32
Islington,Entire home/apt,152.35,20,165,74,1.01
Hackney,Private room,38.14,19,74,143,1.54
Kensington and Chelsea,Entire home/apt,249.28,24,109,337,7.14
Camden,Entire home/apt,186.97,2,296,168,0.35
Islington,Private room,87.74,3,131,92,0.11
Hackney,Private room,53.44,1,248,101,1.35
Westminster,Entire home/apt,488.15,2,290,168,4.34
Kensington and Chelsea,Private room,74.1,27,267,252,2.75
Tower Hamlets,Shared room,24.14,7,232,122,3.84
Tower Hamlets,Private room,50.27,7,134,317,1.38
Kensington and Chelsea,Entire home/apt,219.91,9,258,181,0.31
Kensington and Chelsea,Entire home/apt,409.11,29,15,201,0.61
Southwark,Private room,70.53,15,234,211,2.07
Camden,Entire home/apt,112.33,19,48,77,6.9
Southwark,Entire home/apt,459.59,4,28,156,0.96
